### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,8166,9090,-144.984,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,5502,5660,1
1,6716,7115,1
2,9761,5805,1
3,1887,3740,1
4,2813,7309,1
5,2757,250,1
6,7885,8463,1
7,2699,3485,1
8,1341,6501,1
9,4525,3408,1
10,6033,9324,1
11,8659,1591,1
12,2473,8908,1
13,3768,3530,1
14,6774,8331,1
15,2004,6908,1
16,7975,5657,1
17,2150,2229,1
18,3698,3162,1
19,5448,280,1
20,109,5775,1
21,9855,2383,1
22,5126,4656,1
23,6738,226,1
24,4085,7472,1
25,3844,1766,1
26,4736,6969,1
27,1648,8194,1
28,2899,3897,1
29,4616,3161,1
30,1977,7530,1
31,6087,4318,1
32,8652,3989,1
33,4894,8285,1
34,5011,2561,1
35,8889,4520,1
36,1737,1210,1
37,2969,2367,1
38,9124,4731,1
39,4854,5709,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
