### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,9272,8477,21.6832,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,4035,8830,1
1,8310,5399,1
2,7136,9252,1
3,3442,4539,1
4,3943,2570,1
5,2551,1943,1
6,7643,9857,1
7,4769,3609,1
8,5351,2801,1
9,538,1575,1
10,6217,6949,1
11,9660,5753,1
12,2960,2988,1
13,6037,481,1
14,4969,3706,1
15,3218,820,1
16,7455,7547,1
17,8427,4614,1
18,837,9345,1
19,6723,9405,1
20,745,6168,1
21,217,9901,1
22,6291,6408,1
23,9035,5959,1
24,4478,7608,1
25,1772,3388,1
26,8454,2963,1
27,4431,8808,1
28,5955,2100,1
29,2211,7858,1
30,8835,5132,1
31,904,2724,1
32,4670,2774,1
33,4783,997,1
34,3005,4991,1
35,2149,5918,1
36,332,2856,1
37,9837,7937,1
38,5054,404,1
39,1119,2395,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
