### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,169,310,-159.373,0,255,0,0,100,1,1
1,568,459,45.0127,0,255,0,0,100,1,1
2,282,508,-64.8681,0,255,0,0,100,1,1
3,427,948,63.1606,0,255,0,0,100,1,1
4,546,376,110.702,0,255,0,0,100,1,1
5,260,338,14.6241,0,255,0,0,100,1,1
6,493,441,-10.7626,0,255,0,0,100,1,1
7,353,539,23.7539,0,255,0,0,100,1,1
8,863,288,39.171,0,255,0,0,100,1,1
9,940,338,-132.486,0,255,0,0,100,1,1
10,838,309,169.622,0,255,0,0,100,1,1
11,534,728,-49.4274,0,255,0,0,100,1,1
12,622,517,74.4717,0,255,0,0,100,1,1
13,501,90,137.893,0,255,0,0,100,1,1
14,755,852,-112.011,0,255,0,0,100,1,1
15,552,398,29.1799,0,255,0,0,100,1,1
16,614,819,122.575,0,255,0,0,100,1,1
17,258,785,-10.6071,0,255,0,0,100,1,1
18,695,857,-132.598,0,255,0,0,100,1,1
19,280,336,-164.726,0,255,0,0,100,1,1
20,321,568,128.022,0,255,0,0,100,1,1
21,734,847,151.965,0,255,0,0,100,1,1
22,574,50,-65.0393,0,255,0,0,100,1,1
23,75,390,71.5317,0,255,0,0,100,1,1
24,484,88,51.2053,0,255,0,0,100,1,1
25,897,595,-127.308,0,255,0,0,100,1,1
26,640,207,-16.748,0,255,0,0,100,1,1
27,703,808,92.6197,0,255,0,0,100,1,1
28,931,679,130.689,0,255,0,0,100,1,1
29,458,89,127.013,0,255,0,0,100,1,1
30,567,538,151.236,0,255,0,0,100,1,1
31,827,480,134.819,0,255,0,0,100,1,1
32,761,692,122.253,0,255,0,0,100,1,1
33,526,56,87.5257,0,255,0,0,100,1,1
34,161,586,-123.818,0,255,0,0,100,1,1
35,344,644,40.5052,0,255,0,0,100,1,1
36,196,256,116.951,0,255,0,0,100,1,1
37,95,336,-153.605,0,255,0,0,100,1,1
38,594,291,26.3837,0,255,0,0,100,1,1
39,375,421,178.002,0,255,0,0,100,1,1
40,146,467,50.2771,0,255,0,0,100,1,1
41,689,651,162.208,0,255,0,0,100,1,1
42,641,175,41.1469,0,255,0,0,100,1,1
43,762,219,178.746,0,255,0,0,100,1,1
44,960,507,-62.9209,0,255,0,0,100,1,1
45,159,493,-67.4173,0,255,0,0,100,1,1
46,631,398,118.642,0,255,0,0,100,1,1
47,68,492,29.1901,0,255,0,0,100,1,1
48,360,721,-43.2226,0,255,0,0,100,1,1
49,604,735,126.563,0,255,0,0,100,1,1
50,489,293,77.8551,0,255,0,0,100,1,1
51,761,568,61.9678,0,255,0,0,100,1,1
52,257,584,78.5668,0,255,0,0,100,1,1
53,248,230,-134.935,0,255,0,0,100,1,1
54,254,637,-105.598,0,255,0,0,100,1,1
55,376,922,-143.055,0,255,0,0,100,1,1
56,403,128,-127.427,0,255,0,0,100,1,1
57,213,455,145.501,0,255,0,0,100,1,1
58,600,176,142.141,0,255,0,0,100,1,1
59,233,275,67.7873,0,255,0,0,100,1,1
60,716,714,112.195,0,255,0,0,100,1,1
61,909,719,49.3765,0,255,0,0,100,1,1
62,709,357,-157.895,0,255,0,0,100,1,1
63,494,706,169.236,0,255,0,0,100,1,1
64,348,861,85.4098,0,255,0,0,100,1,1
65,142,293,8.57434,0,255,0,0,100,1,1
