### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,9484,8075,-159.08,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,750,3980,1
1,8241,9212,1
2,4500,6500,1
3,9364,1483,1
4,8224,7759,1
5,6364,2066,1
6,7018,7820,1
7,6329,6773,1
8,6294,5454,1
9,120,2060,1
10,3109,1548,1
11,2964,7858,1
12,5229,9630,1
13,8639,4278,1
14,6549,5077,1
15,9247,1998,1
16,6723,2423,1
17,8341,1433,1
18,2453,317,1
19,6846,3862,1
20,4649,4154,1
21,2215,518,1
22,3001,9658,1
23,6188,4520,1
24,3379,3785,1
25,3869,4589,1
26,7958,8081,1
27,3825,2262,1
28,5924,363,1
29,7921,4336,1
30,1163,3682,1
31,6259,9183,1
32,1751,4073,1
33,4407,7241,1
34,9527,194,1
35,4487,404,1
36,7341,3544,1
37,9566,2109,1
38,4234,9200,1
39,3503,2432,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
