### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,9226,5617,-106.679,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,6698,1356,1
1,7700,3430,1
2,3744,3939,1
3,9712,8185,1
4,344,746,1
5,85,2645,1
6,7400,6604,1
7,5464,7704,1
8,9508,9248,1
9,3778,777,1
10,6433,71,1
11,3705,2663,1
12,5442,5169,1
13,2464,6765,1
14,2843,3038,1
15,8843,3719,1
16,8915,8724,1
17,226,7195,1
18,1863,4631,1
19,7564,2737,1
20,4766,7698,1
21,7863,8397,1
22,7450,4165,1
23,7578,9008,1
24,7366,5797,1
25,2594,3861,1
26,1537,2817,1
27,8288,1148,1
28,8080,5500,1
29,606,8117,1
30,6729,4363,1
31,6398,2755,1
32,3934,581,1
33,4338,6720,1
34,6518,261,1
35,5240,891,1
36,7927,7964,1
37,80,9441,1
38,1067,3689,1
39,8195,7285,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
