### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,6076,4460,13.0426,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,2036,7780,1
1,307,4080,1
2,7991,6381,1
3,629,8195,1
4,6769,3941,1
5,5084,4953,1
6,6985,6944,1
7,1014,6696,1
8,6251,6356,1
9,7293,7558,1
10,1461,578,1
11,2623,8655,1
12,8570,4967,1
13,7640,8265,1
14,1084,592,1
15,6833,5748,1
16,7375,972,1
17,5712,9686,1
18,8921,8491,1
19,3161,1940,1
20,9290,3075,1
21,387,3475,1
22,8200,7100,1
23,4218,8359,1
24,9843,9868,1
25,2072,5430,1
26,2979,2647,1
27,3067,695,1
28,3273,416,1
29,9984,6655,1
30,128,4932,1
31,346,8827,1
32,5833,4763,1
33,1466,6682,1
34,8823,7838,1
35,992,3048,1
36,9801,1231,1
37,9048,2791,1
38,8053,7155,1
39,547,9227,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
