### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,8155,9405,-40.5497,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,6467,874,1
1,666,3375,1
2,5232,5200,1
3,6971,937,1
4,7437,5884,1
5,9804,6766,1
6,7767,5406,1
7,6341,3156,1
8,7186,813,1
9,1603,2006,1
10,8573,3452,1
11,5871,1569,1
12,2434,5844,1
13,7988,7351,1
14,7741,7568,1
15,4113,7965,1
16,7175,6134,1
17,18,6923,1
18,1202,4646,1
19,8589,7993,1
20,9351,7015,1
21,3424,166,1
22,1970,445,1
23,9355,9191,1
24,1898,3393,1
25,8162,9125,1
26,4144,9956,1
27,8661,2703,1
28,416,4895,1
29,1219,9924,1
30,9716,3052,1
31,3358,2671,1
32,8215,8067,1
33,483,51,1
34,8872,9318,1
35,1466,4803,1
36,9206,3179,1
37,2353,2949,1
38,898,9454,1
39,6464,6599,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
