### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,6628,6002,92.3533,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,4212,978,1
1,6636,7953,1
2,6806,5648,1
3,5349,6875,1
4,531,1670,1
5,3757,8805,1
6,2056,4148,1
7,7721,3882,1
8,2206,9546,1
9,5316,7959,1
10,6934,4138,1
11,1221,2419,1
12,4026,2420,1
13,9335,8939,1
14,5686,5617,1
15,6119,5076,1
16,2834,3956,1
17,4957,1422,1
18,5887,169,1
19,9536,9023,1
20,9413,2482,1
21,5194,3119,1
22,5722,7647,1
23,2278,9728,1
24,9416,492,1
25,854,2173,1
26,6392,5184,1
27,4549,1786,1
28,3884,2022,1
29,5635,9240,1
30,5911,3039,1
31,5368,595,1
32,1555,2210,1
33,1099,7841,1
34,8142,296,1
35,3424,6527,1
36,2559,4461,1
37,8136,8732,1
38,7884,3344,1
39,1132,2134,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
