### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,1665,7071,-21.7468,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,7958,6547,1
1,8881,4488,1
2,1894,9254,1
3,4387,9703,1
4,6429,5909,1
5,4919,4689,1
6,8744,1756,1
7,6033,2167,1
8,1328,4305,1
9,6073,9774,1
10,6130,4602,1
11,9900,6691,1
12,1406,2461,1
13,4502,6197,1
14,2112,2407,1
15,793,2226,1
16,1688,5690,1
17,6979,1857,1
18,4999,7059,1
19,2887,1067,1
20,8765,2326,1
21,1119,3761,1
22,9704,4165,1
23,660,5062,1
24,3951,3155,1
25,9783,2724,1
26,4143,8123,1
27,5456,6850,1
28,698,3275,1
29,7784,5123,1
30,4427,2726,1
31,9301,8091,1
32,5757,1490,1
33,8527,1475,1
34,8922,6338,1
35,8128,2579,1
36,9313,8648,1
37,1188,300,1
38,924,4465,1
39,2218,8071,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
