### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,4459,796,-73.8024,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,9115,6046,1
1,6698,2300,1
2,6564,7173,1
3,3754,8780,1
4,9304,2248,1
5,183,6360,1
6,461,4031,1
7,2865,719,1
8,9041,9298,1
9,6179,4690,1
10,2963,1955,1
11,4892,9035,1
12,2838,1882,1
13,3407,5781,1
14,5517,6395,1
15,5503,5400,1
16,3813,375,1
17,4571,4200,1
18,7293,4850,1
19,3654,3507,1
20,9664,3672,1
21,7528,6060,1
22,4687,4772,1
23,7703,9748,1
24,4113,9696,1
25,3265,7941,1
26,9878,6401,1
27,2738,1543,1
28,424,9952,1
29,7057,7630,1
30,4779,7037,1
31,3043,4056,1
32,1422,4445,1
33,361,2707,1
34,2142,4513,1
35,6057,6383,1
36,1585,242,1
37,4678,8221,1
38,8171,2330,1
39,8084,5118,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
