### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,3677,3150,-2.65291,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,2069,6619,1
1,4013,9897,1
2,7852,5592,1
3,7671,7143,1
4,4052,4925,1
5,891,8771,1
6,799,2111,1
7,8463,5758,1
8,9129,9375,1
9,9168,9905,1
10,9767,7216,1
11,8044,8683,1
12,5252,1979,1
13,4301,8301,1
14,8646,6163,1
15,3918,829,1
16,7367,1775,1
17,7606,536,1
18,9205,2689,1
19,2800,1108,1
20,9091,9739,1
21,9207,2107,1
22,9175,1904,1
23,8348,9830,1
24,7251,3903,1
25,1748,3296,1
26,9719,3341,1
27,5986,2517,1
28,346,144,1
29,1423,8219,1
30,2369,3967,1
31,5009,1579,1
32,7952,9457,1
33,9099,6385,1
34,2692,821,1
35,5692,273,1
36,5344,5325,1
37,8673,85,1
38,4778,9021,1
39,2647,1532,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
