### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,8297,1741,-40.5624,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,2863,4437,1
1,3794,7695,1
2,830,5680,1
3,5540,6395,1
4,7699,976,1
5,8724,4594,1
6,3804,6502,1
7,3470,6103,1
8,6113,3503,1
9,9739,2168,1
10,6387,2477,1
11,9502,9383,1
12,6819,4892,1
13,8590,3541,1
14,8397,6951,1
15,9799,8319,1
16,5435,227,1
17,3021,7505,1
18,4943,2939,1
19,5302,398,1
20,5480,2496,1
21,7525,1409,1
22,7994,7547,1
23,2140,6404,1
24,5367,8184,1
25,757,342,1
26,5064,99,1
27,3514,4651,1
28,779,6412,1
29,8505,9804,1
30,3982,5203,1
31,3761,7160,1
32,4801,5783,1
33,7794,1586,1
34,1304,33,1
35,3701,9747,1
36,8556,3359,1
37,7802,3112,1
38,617,6489,1
39,1274,6837,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
