### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,3765,2468,150.244,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,8845,5208,1
1,1894,8911,1
2,2664,3319,1
3,4975,615,1
4,3327,3781,1
5,2156,8799,1
6,5440,6230,1
7,7303,381,1
8,1932,5854,1
9,1697,8286,1
10,1329,1432,1
11,7621,4476,1
12,9270,9573,1
13,9387,5832,1
14,3974,4807,1
15,7056,2112,1
16,3353,6853,1
17,3947,874,1
18,9836,9360,1
19,5255,9176,1
20,4850,2190,1
21,7039,9079,1
22,1853,1874,1
23,8848,873,1
24,7535,5440,1
25,7478,9739,1
26,9150,2722,1
27,6548,1912,1
28,5763,3247,1
29,8659,7509,1
30,7374,4201,1
31,6742,6168,1
32,5479,3617,1
33,5607,1254,1
34,4251,4622,1
35,2679,4371,1
36,1913,5303,1
37,2081,7331,1
38,3522,1945,1
39,1419,4216,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
