### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,378,628,-32.3136,0,255,0,0,100,1,1
1,789,694,-102.041,0,255,0,0,100,1,1
2,571,922,122.146,0,255,0,0,100,1,1
3,491,658,79.0851,0,255,0,0,100,1,1
4,570,721,-153.29,0,255,0,0,100,1,1
5,187,360,44.2741,0,255,0,0,100,1,1
6,531,466,-72.1821,0,255,0,0,100,1,1
7,826,589,63.4239,0,255,0,0,100,1,1
8,548,702,142.179,0,255,0,0,100,1,1
9,642,453,101.225,0,255,0,0,100,1,1
10,575,675,103.697,0,255,0,0,100,1,1
11,466,621,27.9158,0,255,0,0,100,1,1
12,297,317,-5.21399,0,255,0,0,100,1,1
13,623,125,39.3618,0,255,0,0,100,1,1
14,538,910,56.7973,0,255,0,0,100,1,1
15,363,195,53.9815,0,255,0,0,100,1,1
16,538,458,-63.9937,0,255,0,0,100,1,1
17,115,577,-22.4482,0,255,0,0,100,1,1
18,521,326,129.755,0,255,0,0,100,1,1
19,297,898,27.5494,0,255,0,0,100,1,1
20,220,416,-166,0,255,0,0,100,1,1
21,853,461,-6.33614,0,255,0,0,100,1,1
22,834,443,47.9587,0,255,0,0,100,1,1
23,478,604,-78.39,0,255,0,0,100,1,1
24,377,937,-124.507,0,255,0,0,100,1,1
25,330,666,-2.94762,0,255,0,0,100,1,1
26,751,452,76.7441,0,255,0,0,100,1,1
27,604,275,0.725749,0,255,0,0,100,1,1
28,900,692,-67.2123,0,255,0,0,100,1,1
29,450,838,-132.166,0,255,0,0,100,1,1
30,374,164,-122.742,0,255,0,0,100,1,1
31,553,440,37.4153,0,255,0,0,100,1,1
32,625,730,-122.974,0,255,0,0,100,1,1
33,835,403,168.659,0,255,0,0,100,1,1
34,344,288,99.5745,0,255,0,0,100,1,1
35,719,453,93.5035,0,255,0,0,100,1,1
36,299,866,-28.3855,0,255,0,0,100,1,1
37,608,206,35.4549,0,255,0,0,100,1,1
38,547,293,-133.479,0,255,0,0,100,1,1
39,830,710,-48.9171,0,255,0,0,100,1,1
40,91,560,-122.969,0,255,0,0,100,1,1
41,946,350,26.0375,0,255,0,0,100,1,1
42,315,401,-74.6541,0,255,0,0,100,1,1
43,506,715,-40.7298,0,255,0,0,100,1,1
44,860,411,-96.6976,0,255,0,0,100,1,1
45,424,467,-128.604,0,255,0,0,100,1,1
46,173,658,95.8571,0,255,0,0,100,1,1
47,553,618,-179.64,0,255,0,0,100,1,1
48,908,627,-87.3123,0,255,0,0,100,1,1
49,190,756,75.6171,0,255,0,0,100,1,1
50,547,667,-123.432,0,255,0,0,100,1,1
51,347,445,-131.297,0,255,0,0,100,1,1
52,550,347,-114.56,0,255,0,0,100,1,1
53,823,213,-0.917329,0,255,0,0,100,1,1
54,333,225,115.226,0,255,0,0,100,1,1
55,27,486,-2.10432,0,255,0,0,100,1,1
56,795,268,163.491,0,255,0,0,100,1,1
57,364,634,136.177,0,255,0,0,100,1,1
58,719,97,-77.3335,0,255,0,0,100,1,1
59,842,458,90.5052,0,255,0,0,100,1,1
60,505,494,139.988,0,255,0,0,100,1,1
61,331,248,-92.7591,0,255,0,0,100,1,1
62,499,646,53.69,0,255,0,0,100,1,1
63,139,490,-12.2768,0,255,0,0,100,1,1
64,627,285,176.783,0,255,0,0,100,1,1
65,783,812,96.6509,0,255,0,0,100,1,1
66,795,526,3.68132,0,255,0,0,100,1,1
67,93,434,11.0854,0,255,0,0,100,1,1
68,491,151,32.2986,0,255,0,0,100,1,1
69,332,284,36.6867,0,255,0,0,100,1,1
70,783,144,154.305,0,255,0,0,100,1,1
71,608,506,-173.838,0,255,0,0,100,1,1
72,504,148,93.9228,0,255,0,0,100,1,1
73,127,215,-57.5533,0,255,0,0,100,1,1
74,388,236,155.263,0,255,0,0,100,1,1
75,635,944,-2.92882,0,255,0,0,100,1,1
76,346,351,-138.34,0,255,0,0,100,1,1
77,251,176,77.5534,0,255,0,0,100,1,1
78,262,328,26.1492,0,255,0,0,100,1,1
79,672,514,-129.976,0,255,0,0,100,1,1
80,248,204,57.9003,0,255,0,0,100,1,1
81,534,829,-81.0858,0,255,0,0,100,1,1
82,160,722,130.971,0,255,0,0,100,1,1
83,519,448,138.334,0,255,0,0,100,1,1
84,680,535,93.7099,0,255,0,0,100,1,1
85,390,617,-94.8426,0,255,0,0,100,1,1
86,181,263,40.3074,0,255,0,0,100,1,1
87,745,771,171.852,0,255,0,0,100,1,1
88,497,544,-135.565,0,255,0,0,100,1,1
89,481,470,45.2948,0,255,0,0,100,1,1
90,426,500,18.1267,0,255,0,0,100,1,1
91,855,469,37.7964,0,255,0,0,100,1,1
92,331,373,-47.2825,0,255,0,0,100,1,1
93,663,561,-154.138,0,255,0,0,100,1,1
94,555,471,-17.4228,0,255,0,0,100,1,1
95,964,596,-3.16913,0,255,0,0,100,1,1
96,821,461,-27.315,0,255,0,0,100,1,1
97,504,962,-79.0306,0,255,0,0,100,1,1
98,502,137,63.2481,0,255,0,0,100,1,1
99,116,704,140.655,0,255,0,0,100,1,1
100,495,212,74.7922,0,255,0,0,100,1,1
101,753,867,0.919891,0,255,0,0,100,1,1
102,638,401,6.12485,0,255,0,0,100,1,1
103,701,256,-119.654,0,255,0,0,100,1,1
104,748,796,-98.9309,0,255,0,0,100,1,1
105,521,889,-57.3517,0,255,0,0,100,1,1
106,677,134,-69.7312,0,255,0,0,100,1,1
107,265,877,55.7999,0,255,0,0,100,1,1
108,542,269,-171.492,0,255,0,0,100,1,1
109,772,203,69.1405,0,255,0,0,100,1,1
110,731,316,-1.61347,0,255,0,0,100,1,1
111,795,165,-104.579,0,255,0,0,100,1,1
112,387,588,-56.8884,0,255,0,0,100,1,1
113,652,161,-160.361,0,255,0,0,100,1,1
114,221,582,23.1163,0,255,0,0,100,1,1
115,648,633,-80.9385,0,255,0,0,100,1,1
116,693,196,33.1548,0,255,0,0,100,1,1
117,890,358,-73.6316,0,255,0,0,100,1,1
118,347,919,-37.7129,0,255,0,0,100,1,1
119,846,291,150.994,0,255,0,0,100,1,1
120,489,162,-108.432,0,255,0,0,100,1,1
121,337,422,-33.4429,0,255,0,0,100,1,1
122,797,424,179.214,0,255,0,0,100,1,1
123,617,156,136.948,0,255,0,0,100,1,1
124,953,578,-146.243,0,255,0,0,100,1,1
125,442,745,39.1727,0,255,0,0,100,1,1
126,566,462,99.058,0,255,0,0,100,1,1
127,371,798,50.3556,0,255,0,0,100,1,1
128,503,637,-7.32411,0,255,0,0,100,1,1
129,236,271,-133.655,0,255,0,0,100,1,1
130,526,122,173.849,0,255,0,0,100,1,1
131,421,320,-77.4796,0,255,0,0,100,1,1
132,584,210,72.3659,0,255,0,0,100,1,1
133,709,156,-93.6738,0,255,0,0,100,1,1
134,665,134,47.4927,0,255,0,0,100,1,1
135,654,593,-145.256,0,255,0,0,100,1,1
136,509,695,75.5919,0,255,0,0,100,1,1
137,119,374,-96.7705,0,255,0,0,100,1,1
138,471,248,-120.199,0,255,0,0,100,1,1
139,948,556,-134.819,0,255,0,0,100,1,1
140,893,380,-16.3342,0,255,0,0,100,1,1
141,540,411,-89.5761,0,255,0,0,100,1,1
142,492,782,9.67491,0,255,0,0,100,1,1
143,795,847,-44.666,0,255,0,0,100,1,1
144,197,424,2.29431,0,255,0,0,100,1,1
145,523,674,29.255,0,255,0,0,100,1,1
146,539,625,-167.76,0,255,0,0,100,1,1
147,458,747,-80.0796,0,255,0,0,100,1,1
148,627,579,91.8741,0,255,0,0,100,1,1
149,604,382,-13.6551,0,255,0,0,100,1,1
150,424,695,-160.092,0,255,0,0,100,1,1
151,405,154,24.1571,0,255,0,0,100,1,1
152,52,496,-161.613,0,255,0,0,100,1,1
153,643,893,157.626,0,255,0,0,100,1,1
154,835,412,-46.9566,0,255,0,0,100,1,1
155,108,585,39.7826,0,255,0,0,100,1,1
156,813,537,-146.082,0,255,0,0,100,1,1
157,429,848,115.628,0,255,0,0,100,1,1
