### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,179,156,84.0966,0,255,0,0,100,1,1
1,479,156,114.892,0,255,0,0,100,1,1
2,767,608,-98.3612,0,255,0,0,100,1,1
3,204,770,-4.59697,0,255,0,0,100,1,1
4,787,323,165.412,0,255,0,0,100,1,1
5,712,504,-3.96169,0,255,0,0,100,1,1
6,929,293,-98.2237,0,255,0,0,100,1,1
7,159,570,-72.8906,0,255,0,0,100,1,1
8,328,809,-152.52,0,255,0,0,100,1,1
9,630,371,-83.9539,0,255,0,0,100,1,1
10,352,579,108.125,0,255,0,0,100,1,1
11,888,727,-35.5891,0,255,0,0,100,1,1
12,483,756,-41.5808,0,255,0,0,100,1,1
13,282,602,91.723,0,255,0,0,100,1,1
14,772,348,-82.8666,0,255,0,0,100,1,1
15,651,906,50.2509,0,255,0,0,100,1,1
16,185,257,101.663,0,255,0,0,100,1,1
17,204,254,-92.1979,0,255,0,0,100,1,1
18,51,348,-166.338,0,255,0,0,100,1,1
19,236,778,-41.5192,0,255,0,0,100,1,1
20,294,912,-124.516,0,255,0,0,100,1,1
21,779,443,26.5235,0,255,0,0,100,1,1
22,494,703,63.1393,0,255,0,0,100,1,1
23,570,418,18.5455,0,255,0,0,100,1,1
24,889,340,130.735,0,255,0,0,100,1,1
25,716,663,96.3543,0,255,0,0,100,1,1
26,392,347,130.945,0,255,0,0,100,1,1
27,518,572,82.9852,0,255,0,0,100,1,1
28,569,762,2.27472,0,255,0,0,100,1,1
29,432,667,-176.684,0,255,0,0,100,1,1
30,151,553,-3.20016,0,255,0,0,100,1,1
31,320,707,-45.3843,0,255,0,0,100,1,1
32,506,354,117.249,0,255,0,0,100,1,1
33,231,864,104.757,0,255,0,0,100,1,1
34,903,589,25.9854,0,255,0,0,100,1,1
35,79,426,-179.55,0,255,0,0,100,1,1
36,91,594,-1.47661,0,255,0,0,100,1,1
37,187,755,-44.9051,0,255,0,0,100,1,1
38,216,550,-73.5858,0,255,0,0,100,1,1
39,229,730,-7.90453,0,255,0,0,100,1,1
40,672,227,148.359,0,255,0,0,100,1,1
41,353,221,-159.84,0,255,0,0,100,1,1
42,793,422,94.3052,0,255,0,0,100,1,1
43,149,706,-87.586,0,255,0,0,100,1,1
44,217,390,72.4531,0,255,0,0,100,1,1
45,271,351,18.7629,0,255,0,0,100,1,1
46,183,479,139.004,0,255,0,0,100,1,1
47,213,491,-33.1367,0,255,0,0,100,1,1
48,275,587,30.384,0,255,0,0,100,1,1
49,774,159,167.297,0,255,0,0,100,1,1
50,602,512,178.58,0,255,0,0,100,1,1
51,578,610,-113.432,0,255,0,0,100,1,1
52,844,326,-55.9014,0,255,0,0,100,1,1
53,597,530,-27.8792,0,255,0,0,100,1,1
54,247,134,-113.632,0,255,0,0,100,1,1
55,657,106,80.3983,0,255,0,0,100,1,1
56,885,442,161.912,0,255,0,0,100,1,1
57,69,475,-74.1892,0,255,0,0,100,1,1
58,270,881,-92.1176,0,255,0,0,100,1,1
59,140,454,147.061,0,255,0,0,100,1,1
60,645,328,38.1216,0,255,0,0,100,1,1
61,542,466,-176.773,0,255,0,0,100,1,1
62,688,310,-22.2329,0,255,0,0,100,1,1
63,460,657,-108.276,0,255,0,0,100,1,1
64,114,406,-175.602,0,255,0,0,100,1,1
65,673,558,-166.004,0,255,0,0,100,1,1
66,291,903,-9.07047,0,255,0,0,100,1,1
67,501,535,72.5833,0,255,0,0,100,1,1
68,252,570,-116.056,0,255,0,0,100,1,1
69,279,516,-163.447,0,255,0,0,100,1,1
70,266,851,-171.102,0,255,0,0,100,1,1
71,515,332,-60.5726,0,255,0,0,100,1,1
72,434,276,-13.3367,0,255,0,0,100,1,1
73,382,359,146.447,0,255,0,0,100,1,1
74,655,727,57.3195,0,255,0,0,100,1,1
75,813,219,115.318,0,255,0,0,100,1,1
76,623,938,-179.212,0,255,0,0,100,1,1
77,567,957,-107.731,0,255,0,0,100,1,1
78,189,704,108.839,0,255,0,0,100,1,1
79,806,456,-152.104,0,255,0,0,100,1,1
80,815,602,139.423,0,255,0,0,100,1,1
81,923,618,-113.806,0,255,0,0,100,1,1
82,390,59,-176.429,0,255,0,0,100,1,1
83,288,513,163.414,0,255,0,0,100,1,1
84,735,751,-176.221,0,255,0,0,100,1,1
85,707,880,29.8912,0,255,0,0,100,1,1
86,264,221,123.231,0,255,0,0,100,1,1
87,199,675,-105.345,0,255,0,0,100,1,1
88,676,377,179.496,0,255,0,0,100,1,1
89,586,918,-72.3813,0,255,0,0,100,1,1
90,342,568,-163.109,0,255,0,0,100,1,1
91,279,120,-138.206,0,255,0,0,100,1,1
92,716,782,-56.6958,0,255,0,0,100,1,1
93,679,197,159.729,0,255,0,0,100,1,1
94,635,889,78.3844,0,255,0,0,100,1,1
95,629,628,149.631,0,255,0,0,100,1,1
96,515,608,74.4785,0,255,0,0,100,1,1
97,690,359,-171.314,0,255,0,0,100,1,1
98,348,813,-93.5649,0,255,0,0,100,1,1
99,355,300,143.809,0,255,0,0,100,1,1
100,321,185,-121.097,0,255,0,0,100,1,1
101,529,703,-152.071,0,255,0,0,100,1,1
102,213,241,-92.0554,0,255,0,0,100,1,1
103,710,180,175.821,0,255,0,0,100,1,1
104,644,168,163.949,0,255,0,0,100,1,1
105,858,798,-85.7518,0,255,0,0,100,1,1
106,355,142,-73.4131,0,255,0,0,100,1,1
107,432,599,128.41,0,255,0,0,100,1,1
108,509,71,159.323,0,255,0,0,100,1,1
109,416,308,-44.966,0,255,0,0,100,1,1
110,503,453,78.2411,0,255,0,0,100,1,1
111,212,457,-104.242,0,255,0,0,100,1,1
112,889,480,-128.02,0,255,0,0,100,1,1
113,232,370,25.4284,0,255,0,0,100,1,1
114,701,405,135.83,0,255,0,0,100,1,1
115,735,417,-43.3636,0,255,0,0,100,1,1
116,181,623,-140.388,0,255,0,0,100,1,1
117,570,215,46.1096,0,255,0,0,100,1,1
118,182,386,39.9215,0,255,0,0,100,1,1
119,605,247,-0.0331361,0,255,0,0,100,1,1
120,239,513,-109.398,0,255,0,0,100,1,1
121,462,392,-171.65,0,255,0,0,100,1,1
122,575,509,-170.71,0,255,0,0,100,1,1
123,182,596,138.358,0,255,0,0,100,1,1
124,460,909,-97.0344,0,255,0,0,100,1,1
125,555,106,-21.1329,0,255,0,0,100,1,1
126,83,627,12.978,0,255,0,0,100,1,1
127,483,695,-125.753,0,255,0,0,100,1,1
128,904,341,81.0766,0,255,0,0,100,1,1
129,891,422,-75.8679,0,255,0,0,100,1,1
130,798,737,151.217,0,255,0,0,100,1,1
