### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,8732,2941,-157.716,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,2203,5018,1
1,497,4254,1
2,9849,2711,1
3,9272,6954,1
4,4823,46,1
5,8632,1386,1
6,4839,8181,1
7,4993,5752,1
8,2925,6295,1
9,6852,7436,1
10,170,4891,1
11,4050,880,1
12,309,8339,1
13,6242,1310,1
14,3308,8898,1
15,5220,1183,1
16,5390,3149,1
17,4611,3458,1
18,2470,502,1
19,9414,4660,1
20,3751,2871,1
21,4770,887,1
22,7182,1752,1
23,55,7471,1
24,2182,7040,1
25,2884,1685,1
26,8767,8639,1
27,9222,9420,1
28,2640,7681,1
29,4379,441,1
30,5769,4578,1
31,5075,7449,1
32,726,1329,1
33,2008,2250,1
34,6628,6876,1
35,713,4034,1
36,5187,3907,1
37,7603,7160,1
38,4221,1822,1
39,4853,196,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
