### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,5766,4321,2.41609,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,1876,9054,1
1,7768,2997,1
2,4348,2949,1
3,6626,3393,1
4,1855,9387,1
5,770,1964,1
6,510,2868,1
7,9214,6279,1
8,4406,1812,1
9,8440,9055,1
10,9168,2861,1
11,921,7904,1
12,6611,5850,1
13,8928,8055,1
14,4662,1925,1
15,2628,7669,1
16,746,3768,1
17,8390,2558,1
18,9063,7546,1
19,4479,9310,1
20,6489,8692,1
21,388,4440,1
22,7357,6753,1
23,703,9718,1
24,3016,5058,1
25,4386,3242,1
26,9963,7400,1
27,9684,2752,1
28,2785,8957,1
29,6808,5482,1
30,8915,9170,1
31,7476,214,1
32,6606,8604,1
33,4839,4978,1
34,9438,7634,1
35,6278,9817,1
36,8450,6291,1
37,5290,682,1
38,5659,8384,1
39,837,8665,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
