### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,2377,314,-113.127,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,2887,900,1
1,5192,5589,1
2,1273,2282,1
3,3843,4712,1
4,5549,9349,1
5,40,9259,1
6,3680,1005,1
7,8131,9951,1
8,6341,2741,1
9,7546,6790,1
10,2240,897,1
11,1836,7929,1
12,6540,8713,1
13,3842,5463,1
14,5689,4150,1
15,9361,3851,1
16,1439,4556,1
17,3676,395,1
18,1654,7986,1
19,6396,3648,1
20,6224,4812,1
21,1661,926,1
22,5996,8647,1
23,9563,8468,1
24,8977,6610,1
25,9692,2866,1
26,677,6363,1
27,9218,4788,1
28,8210,7964,1
29,557,1826,1
30,6131,747,1
31,5388,1230,1
32,2821,7262,1
33,5238,7449,1
34,4883,1545,1
35,4868,9626,1
36,5303,9971,1
37,4958,7675,1
38,1329,3232,1
39,6759,5545,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
