### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,4245,6265,105.392,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,1589,8402,1
1,3087,9221,1
2,4676,5631,1
3,8297,3164,1
4,6796,4155,1
5,6994,2444,1
6,220,9503,1
7,3191,6541,1
8,5113,4813,1
9,7803,5612,1
10,3360,1304,1
11,6214,2126,1
12,7707,6304,1
13,4487,8135,1
14,844,2677,1
15,3745,9875,1
16,1691,1587,1
17,8828,90,1
18,6682,3435,1
19,3910,5294,1
20,2641,839,1
21,5629,1823,1
22,2656,357,1
23,2344,7326,1
24,3536,8622,1
25,9135,6727,1
26,1659,7332,1
27,6277,2700,1
28,988,1683,1
29,9786,217,1
30,6937,6453,1
31,7134,5649,1
32,1156,4372,1
33,6103,3568,1
34,5555,7886,1
35,1545,8091,1
36,4014,1737,1
37,105,3304,1
38,4767,8615,1
39,5785,1239,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
