### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,149,3214,-71.9728,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,1637,1933,1
1,8119,2263,1
2,6565,1783,1
3,8181,5330,1
4,3850,5770,1
5,9340,3318,1
6,895,6805,1
7,2532,9236,1
8,8139,6690,1
9,7155,9910,1
10,744,3268,1
11,681,154,1
12,5085,6731,1
13,5937,5982,1
14,3261,9846,1
15,7552,2087,1
16,3818,203,1
17,2842,3941,1
18,7350,1769,1
19,6956,1483,1
20,6654,7497,1
21,2995,1118,1
22,7274,6957,1
23,2705,1414,1
24,2415,3953,1
25,9836,1011,1
26,9886,5621,1
27,1448,1482,1
28,442,3646,1
29,6154,132,1
30,398,2524,1
31,256,971,1
32,3180,4875,1
33,2355,2117,1
34,6447,2608,1
35,1713,4049,1
36,3070,484,1
37,5588,450,1
38,3027,6276,1
39,5430,2684,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
