### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,7797,5651,-42.5985,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,5570,8364,1
1,9077,1491,1
2,7265,1967,1
3,7189,3412,1
4,6081,8673,1
5,8026,7956,1
6,343,6193,1
7,6065,4805,1
8,2580,3262,1
9,2050,5105,1
10,8832,5807,1
11,4450,6620,1
12,5825,2390,1
13,7533,5352,1
14,5598,6979,1
15,5171,8497,1
16,896,4100,1
17,4623,4322,1
18,3046,2031,1
19,6843,8792,1
20,4235,2589,1
21,6153,7182,1
22,2286,2347,1
23,6640,8017,1
24,7750,3867,1
25,8337,4021,1
26,6692,331,1
27,5281,7410,1
28,2741,3729,1
29,5134,4460,1
30,4718,6646,1
31,1169,1780,1
32,2301,3513,1
33,9124,6585,1
34,7388,1820,1
35,4026,2067,1
36,7830,265,1
37,4774,7686,1
38,1936,8958,1
39,8545,2252,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
