### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,6784,2467,-15.3427,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,8855,365,1
1,1711,2299,1
2,7420,2457,1
3,4703,4814,1
4,5094,7576,1
5,163,4415,1
6,5328,4197,1
7,4111,3995,1
8,9287,5181,1
9,2288,5240,1
10,3175,1551,1
11,8452,7474,1
12,2730,5643,1
13,588,4099,1
14,9720,8765,1
15,3005,3781,1
16,3939,1670,1
17,5367,8506,1
18,4404,7193,1
19,2182,7777,1
20,3704,8551,1
21,4732,4498,1
22,7582,529,1
23,499,8055,1
24,124,811,1
25,4634,5631,1
26,7220,5587,1
27,2471,3533,1
28,8058,8981,1
29,9720,4053,1
30,5508,7459,1
31,3847,8979,1
32,5605,1447,1
33,413,5492,1
34,5840,3559,1
35,5206,1432,1
36,6934,8539,1
37,6926,5661,1
38,63,3711,1
39,8630,4970,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
