### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,5242,2174,-26.2298,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,7905,7802,1
1,1366,7067,1
2,9386,6249,1
3,1191,6658,1
4,8008,5803,1
5,4234,3219,1
6,6003,9574,1
7,5997,4573,1
8,8128,2283,1
9,4537,3189,1
10,1873,3092,1
11,4665,7899,1
12,6496,9546,1
13,4480,3659,1
14,8284,4825,1
15,4229,6905,1
16,702,4088,1
17,3812,3465,1
18,8095,6088,1
19,8191,5499,1
20,9732,2850,1
21,2123,1244,1
22,2298,3620,1
23,7821,6360,1
24,1066,9626,1
25,7735,1835,1
26,7639,2013,1
27,3765,9478,1
28,5261,7696,1
29,5445,7229,1
30,3627,4031,1
31,9014,6589,1
32,6308,319,1
33,6741,1197,1
34,5975,6997,1
35,3379,8736,1
36,6757,3743,1
37,4600,5375,1
38,3243,7295,1
39,9243,8988,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
