### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,2712,5540,102.857,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,2834,1538,1
1,4603,796,1
2,1311,4069,1
3,1574,4849,1
4,2024,836,1
5,6075,4083,1
6,6544,3177,1
7,3516,3670,1
8,7834,6567,1
9,8771,3168,1
10,295,113,1
11,3319,2116,1
12,9835,4998,1
13,6036,5408,1
14,9108,8130,1
15,2459,2837,1
16,8025,7836,1
17,4058,3044,1
18,7998,7482,1
19,6160,9639,1
20,3439,4758,1
21,9748,6096,1
22,7801,2912,1
23,6074,6634,1
24,8745,4255,1
25,1137,2688,1
26,8229,5893,1
27,198,590,1
28,6742,2028,1
29,1364,9143,1
30,3334,652,1
31,4421,9674,1
32,7044,299,1
33,4151,3656,1
34,5298,7574,1
35,3002,7995,1
36,3359,3433,1
37,2248,1919,1
38,4679,8615,1
39,8410,9578,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
