### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,3176,2024,-37.7946,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,9426,1442,1
1,3274,3790,1
2,6333,5523,1
3,7151,3188,1
4,9912,8668,1
5,8192,4790,1
6,5360,2392,1
7,5354,7922,1
8,785,1759,1
9,638,8838,1
10,8875,4671,1
11,3053,4120,1
12,1294,8397,1
13,4423,8413,1
14,2672,432,1
15,7445,1594,1
16,3724,4741,1
17,6659,803,1
18,1146,7442,1
19,3406,5194,1
20,5840,425,1
21,7648,3992,1
22,5933,2536,1
23,26,5380,1
24,832,5430,1
25,7134,485,1
26,9899,2242,1
27,9358,73,1
28,4427,133,1
29,913,9674,1
30,5050,8757,1
31,9407,7280,1
32,8733,1966,1
33,5086,195,1
34,3268,3450,1
35,3566,7713,1
36,1036,6927,1
37,1692,7725,1
38,8647,386,1
39,8059,6807,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
