### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,1224,811,-61.3723,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,90,7995,1
1,4546,8974,1
2,6550,6008,1
3,4422,8754,1
4,764,7329,1
5,8463,8874,1
6,941,9588,1
7,7008,5894,1
8,8681,8532,1
9,264,3793,1
10,2466,9795,1
11,6231,6632,1
12,2469,3369,1
13,6136,388,1
14,8185,874,1
15,8151,2186,1
16,7220,9285,1
17,5784,765,1
18,2583,6381,1
19,3835,1978,1
20,5314,3100,1
21,2952,5147,1
22,3514,9289,1
23,8383,1145,1
24,9255,343,1
25,4377,6646,1
26,3343,4580,1
27,3368,8894,1
28,5873,4582,1
29,283,9119,1
30,8117,8994,1
31,3787,684,1
32,8184,1717,1
33,9467,9200,1
34,9926,4282,1
35,3073,5892,1
36,2787,9062,1
37,1538,8801,1
38,3461,898,1
39,8906,826,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
