### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,252,129,-125.568,0,255,0,0,100,1,1
1,218,168,-58.2594,0,255,0,0,100,1,1
2,48,431,139.43,0,255,0,0,100,1,1
3,709,95,-25.8717,0,255,0,0,100,1,1
4,487,471,40.5342,0,255,0,0,100,1,1
5,386,413,65.8956,0,255,0,0,100,1,1
6,345,417,-62.5002,0,255,0,0,100,1,1
7,308,424,-144.72,0,255,0,0,100,1,1
8,821,330,81.2614,0,255,0,0,100,1,1
9,97,274,122.677,0,255,0,0,100,1,1
10,277,122,97.8755,0,255,0,0,100,1,1
11,63,592,-70.4907,0,255,0,0,100,1,1
12,802,149,36.3977,0,255,0,0,100,1,1
13,389,688,171.841,0,255,0,0,100,1,1
14,941,524,114.293,0,255,0,0,100,1,1
15,685,208,-34.7269,0,255,0,0,100,1,1
16,599,858,143.527,0,255,0,0,100,1,1
17,693,549,22.7496,0,255,0,0,100,1,1
18,396,362,-35.0789,0,255,0,0,100,1,1
19,847,604,138.442,0,255,0,0,100,1,1
20,334,755,-138.103,0,255,0,0,100,1,1
21,237,606,141.614,0,255,0,0,100,1,1
22,546,488,-127.181,0,255,0,0,100,1,1
23,136,391,124.783,0,255,0,0,100,1,1
24,757,691,-11.1096,0,255,0,0,100,1,1
25,624,439,142.509,0,255,0,0,100,1,1
26,739,108,-48.7649,0,255,0,0,100,1,1
27,630,627,39.9954,0,255,0,0,100,1,1
28,506,36,163.924,0,255,0,0,100,1,1
29,364,800,-150.076,0,255,0,0,100,1,1
30,559,860,-179.445,0,255,0,0,100,1,1
31,955,420,-17.7052,0,255,0,0,100,1,1
32,286,201,22.0513,0,255,0,0,100,1,1
33,664,275,9.82871,0,255,0,0,100,1,1
34,363,57,-64.7096,0,255,0,0,100,1,1
35,430,147,124.406,0,255,0,0,100,1,1
36,400,414,155.162,0,255,0,0,100,1,1
37,521,748,-64.1645,0,255,0,0,100,1,1
38,587,234,38.8694,0,255,0,0,100,1,1
39,344,627,-164.694,0,255,0,0,100,1,1
40,501,169,127.057,0,255,0,0,100,1,1
41,505,227,-161.907,0,255,0,0,100,1,1
42,744,810,176.756,0,255,0,0,100,1,1
43,87,567,-141.56,0,255,0,0,100,1,1
44,370,683,85.6567,0,255,0,0,100,1,1
45,763,635,85.2634,0,255,0,0,100,1,1
46,434,119,17.3859,0,255,0,0,100,1,1
47,692,356,-69.5226,0,255,0,0,100,1,1
48,516,252,-113.338,0,255,0,0,100,1,1
49,264,191,-146.04,0,255,0,0,100,1,1
50,664,323,-92.7442,0,255,0,0,100,1,1
51,837,372,149.874,0,255,0,0,100,1,1
52,112,266,61.0626,0,255,0,0,100,1,1
53,656,160,36.9263,0,255,0,0,100,1,1
54,264,489,-37.9087,0,255,0,0,100,1,1
55,412,191,1.81808,0,255,0,0,100,1,1
56,546,865,112.658,0,255,0,0,100,1,1
57,293,411,-60.2848,0,255,0,0,100,1,1
58,680,710,-115.545,0,255,0,0,100,1,1
59,575,237,-142.917,0,255,0,0,100,1,1
60,607,426,7.70553,0,255,0,0,100,1,1
61,124,606,-132.395,0,255,0,0,100,1,1
62,855,259,-87.9869,0,255,0,0,100,1,1
63,335,619,-85.6202,0,255,0,0,100,1,1
64,940,617,33.5642,0,255,0,0,100,1,1
65,94,739,82.2738,0,255,0,0,100,1,1
66,858,743,74.1604,0,255,0,0,100,1,1
67,905,485,-59.7218,0,255,0,0,100,1,1
68,845,556,-167.695,0,255,0,0,100,1,1
69,282,642,-170.481,0,255,0,0,100,1,1
70,425,665,-57.6212,0,255,0,0,100,1,1
71,818,475,-41.6128,0,255,0,0,100,1,1
72,427,447,-80.6821,0,255,0,0,100,1,1
73,332,255,-126.839,0,255,0,0,100,1,1
74,623,338,-148.908,0,255,0,0,100,1,1
75,242,134,-27.5722,0,255,0,0,100,1,1
76,225,291,14.8876,0,255,0,0,100,1,1
77,627,78,125.447,0,255,0,0,100,1,1
78,361,536,-34.1424,0,255,0,0,100,1,1
