### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,165,494,112.774,0,255,0,0,100,1,1
1,795,225,-172.558,0,255,0,0,100,1,1
2,240,825,46.146,0,255,0,0,100,1,1
3,346,819,37.9341,0,255,0,0,100,1,1
4,144,574,-148.949,0,255,0,0,100,1,1
5,905,272,100.54,0,255,0,0,100,1,1
6,422,831,-68.0306,0,255,0,0,100,1,1
7,571,610,20.3918,0,255,0,0,100,1,1
8,885,539,71.1785,0,255,0,0,100,1,1
9,896,535,0.399004,0,255,0,0,100,1,1
10,433,827,-60.6132,0,255,0,0,100,1,1
11,343,90,-36.9986,0,255,0,0,100,1,1
12,367,498,142.207,0,255,0,0,100,1,1
13,610,819,-102.62,0,255,0,0,100,1,1
14,766,170,-15.4279,0,255,0,0,100,1,1
15,489,913,137.478,0,255,0,0,100,1,1
16,710,424,-136.136,0,255,0,0,100,1,1
17,291,504,61.8687,0,255,0,0,100,1,1
18,683,550,-60.806,0,255,0,0,100,1,1
19,457,59,48.6894,0,255,0,0,100,1,1
20,156,392,-157.021,0,255,0,0,100,1,1
21,610,309,90.0688,0,255,0,0,100,1,1
22,327,94,-176.47,0,255,0,0,100,1,1
23,213,364,-86.6445,0,255,0,0,100,1,1
24,703,322,-175.614,0,255,0,0,100,1,1
25,157,218,-75.1157,0,255,0,0,100,1,1
26,951,477,-36.4645,0,255,0,0,100,1,1
27,740,497,-115.734,0,255,0,0,100,1,1
28,247,459,-29.238,0,255,0,0,100,1,1
29,94,344,136.924,0,255,0,0,100,1,1
30,626,340,-81.1535,0,255,0,0,100,1,1
31,381,381,96.2772,0,255,0,0,100,1,1
32,118,390,134.781,0,255,0,0,100,1,1
33,270,405,-149.844,0,255,0,0,100,1,1
34,815,275,79.9651,0,255,0,0,100,1,1
35,709,269,154.268,0,255,0,0,100,1,1
36,695,901,115.95,0,255,0,0,100,1,1
37,643,482,167.077,0,255,0,0,100,1,1
38,805,455,-26.0238,0,255,0,0,100,1,1
39,536,631,-121.406,0,255,0,0,100,1,1
40,849,616,43.844,0,255,0,0,100,1,1
41,696,492,153.528,0,255,0,0,100,1,1
42,800,360,100.427,0,255,0,0,100,1,1
43,628,122,-4.22957,0,255,0,0,100,1,1
44,546,316,17.9473,0,255,0,0,100,1,1
45,640,794,-39.7546,0,255,0,0,100,1,1
46,880,378,-111.773,0,255,0,0,100,1,1
47,825,416,9.10847,0,255,0,0,100,1,1
48,258,766,-46.6099,0,255,0,0,100,1,1
49,632,540,-88.5923,0,255,0,0,100,1,1
50,601,547,174.421,0,255,0,0,100,1,1
51,244,291,-131.043,0,255,0,0,100,1,1
52,259,821,-76.2578,0,255,0,0,100,1,1
53,698,750,-53.8516,0,255,0,0,100,1,1
54,550,286,-89.5278,0,255,0,0,100,1,1
55,776,254,116.546,0,255,0,0,100,1,1
56,638,904,22.7503,0,255,0,0,100,1,1
57,120,547,-63.3229,0,255,0,0,100,1,1
58,263,792,72.4872,0,255,0,0,100,1,1
59,127,694,-83.8509,0,255,0,0,100,1,1
60,389,489,-56.3259,0,255,0,0,100,1,1
61,357,445,113.811,0,255,0,0,100,1,1
62,497,169,46.9744,0,255,0,0,100,1,1
63,441,933,-51.5092,0,255,0,0,100,1,1
64,336,295,-163.857,0,255,0,0,100,1,1
65,349,150,-117.514,0,255,0,0,100,1,1
66,354,921,-119.51,0,255,0,0,100,1,1
67,504,274,24.6897,0,255,0,0,100,1,1
68,448,244,169.542,0,255,0,0,100,1,1
69,679,458,-29.6221,0,255,0,0,100,1,1
70,750,602,-3.80051,0,255,0,0,100,1,1
71,264,628,-153.823,0,255,0,0,100,1,1
72,245,632,-18.4968,0,255,0,0,100,1,1
73,183,691,-167.357,0,255,0,0,100,1,1
74,877,683,45.9354,0,255,0,0,100,1,1
75,110,496,171.572,0,255,0,0,100,1,1
76,413,694,-126.369,0,255,0,0,100,1,1
77,255,541,157.094,0,255,0,0,100,1,1
78,177,240,157.239,0,255,0,0,100,1,1
79,955,546,-113.961,0,255,0,0,100,1,1
80,537,236,-83.989,0,255,0,0,100,1,1
81,593,93,44.9197,0,255,0,0,100,1,1
82,90,412,-50.2415,0,255,0,0,100,1,1
83,277,703,-29.5977,0,255,0,0,100,1,1
