### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,66,6909,168.032,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,5469,1445,1
1,7135,1025,1
2,3580,1131,1
3,7979,4512,1
4,3980,7630,1
5,5154,4121,1
6,9194,2430,1
7,1284,4079,1
8,9829,6722,1
9,8627,9548,1
10,816,2283,1
11,1960,2014,1
12,6012,2489,1
13,2004,8067,1
14,92,5381,1
15,9143,7264,1
16,5994,1194,1
17,8008,255,1
18,7991,4722,1
19,4609,2755,1
20,5046,6123,1
21,1562,2932,1
22,7460,8087,1
23,416,2477,1
24,3749,8764,1
25,1949,3410,1
26,4737,224,1
27,3608,1361,1
28,3174,6999,1
29,1925,3965,1
30,7938,7169,1
31,7284,567,1
32,3136,1785,1
33,6370,6973,1
34,5570,9970,1
35,4836,9473,1
36,1613,7040,1
37,4327,1119,1
38,8675,5836,1
39,4875,1617,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
