### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,4513,9814,83.992,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,4085,370,1
1,9084,8394,1
2,9114,4575,1
3,7040,7304,1
4,6558,9843,1
5,4539,440,1
6,2684,7937,1
7,8718,8876,1
8,7938,8201,1
9,1079,1014,1
10,7429,6905,1
11,4763,3720,1
12,416,3235,1
13,6076,2089,1
14,5844,7725,1
15,7081,101,1
16,538,311,1
17,7315,3850,1
18,5974,2293,1
19,3075,8527,1
20,967,6043,1
21,2214,8758,1
22,4038,7040,1
23,5656,6679,1
24,5671,1900,1
25,7302,5104,1
26,7453,1827,1
27,8466,2445,1
28,1929,2290,1
29,4094,4406,1
30,4451,2046,1
31,8542,114,1
32,6529,672,1
33,6940,4726,1
34,5256,8514,1
35,6866,31,1
36,862,9512,1
37,2323,9028,1
38,4654,5210,1
39,6784,7547,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
