### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,7824,956,-65.9547,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,835,8262,1
1,5371,6352,1
2,7339,1253,1
3,8726,6524,1
4,9592,8831,1
5,5369,4645,1
6,2110,5209,1
7,1935,8540,1
8,7534,5842,1
9,6585,3110,1
10,9374,9416,1
11,8103,1056,1
12,9967,4604,1
13,723,4590,1
14,8229,3310,1
15,5731,9399,1
16,8533,3284,1
17,5293,9632,1
18,314,6366,1
19,1237,6511,1
20,6609,8641,1
21,3299,8236,1
22,788,3124,1
23,4601,205,1
24,9153,78,1
25,5426,194,1
26,7461,2647,1
27,3697,4610,1
28,9320,6476,1
29,8882,2503,1
30,933,7575,1
31,3614,8962,1
32,5178,4895,1
33,7355,102,1
34,2850,1947,1
35,3947,3290,1
36,3847,5460,1
37,9717,2991,1
38,1904,3182,1
39,8299,5693,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
