### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,4724,8086,-154.239,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,7927,7714,1
1,6797,1424,1
2,1776,4631,1
3,2504,638,1
4,5262,8823,1
5,4607,8967,1
6,3718,3995,1
7,2746,886,1
8,3683,7453,1
9,8937,3558,1
10,2755,2173,1
11,2367,4627,1
12,6458,2012,1
13,9677,4572,1
14,2120,8650,1
15,7845,925,1
16,8802,108,1
17,8587,7675,1
18,4750,9414,1
19,822,8726,1
20,5269,6339,1
21,8358,3444,1
22,7770,2361,1
23,1398,6861,1
24,6936,6640,1
25,813,1427,1
26,933,6471,1
27,7273,4370,1
28,4735,6139,1
29,1765,1594,1
30,735,9817,1
31,8442,177,1
32,3484,9615,1
33,576,1886,1
34,2242,6733,1
35,672,3830,1
36,7859,3898,1
37,289,6909,1
38,3031,680,1
39,430,5496,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
