### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,1466,57,-15.811,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,395,3707,1
1,641,7683,1
2,3035,8796,1
3,4977,937,1
4,1851,2759,1
5,2940,1152,1
6,2722,3807,1
7,4911,4151,1
8,4813,1241,1
9,5403,553,1
10,4113,2026,1
11,3423,1061,1
12,4696,4898,1
13,7152,2405,1
14,3742,6266,1
15,267,3613,1
16,7879,2887,1
17,6357,2227,1
18,3518,498,1
19,4208,1184,1
20,6315,1403,1
21,4391,3716,1
22,5304,9434,1
23,6616,8694,1
24,4546,6013,1
25,7174,4535,1
26,1981,990,1
27,6307,8654,1
28,9847,4441,1
29,8853,4614,1
30,3495,3083,1
31,9715,6065,1
32,2232,1110,1
33,6419,3261,1
34,5211,7381,1
35,3080,7588,1
36,2076,316,1
37,5122,9417,1
38,545,7569,1
39,1336,36,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
