### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,1984,5009,-11.4401,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,9331,5069,1
1,4506,7863,1
2,9860,8843,1
3,618,3499,1
4,2087,2940,1
5,4036,2799,1
6,8058,9190,1
7,8639,5848,1
8,757,3995,1
9,3945,8548,1
10,6107,1880,1
11,9866,3550,1
12,9781,5195,1
13,8650,5386,1
14,1734,1758,1
15,4306,1653,1
16,7157,8834,1
17,6922,3286,1
18,1802,6094,1
19,1064,8769,1
20,7482,3260,1
21,1376,4358,1
22,2593,8288,1
23,1162,6836,1
24,544,8028,1
25,8116,5066,1
26,2765,4064,1
27,6620,9092,1
28,9058,1033,1
29,6031,6194,1
30,4835,5709,1
31,9178,5439,1
32,8585,549,1
33,1989,1546,1
34,5001,7736,1
35,2818,6949,1
36,3883,7638,1
37,9592,3146,1
38,2351,6460,1
39,1655,9237,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
