### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,4992,5275,94.1066,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,3895,8549,1
1,1797,3993,1
2,333,8840,1
3,3740,1570,1
4,545,766,1
5,6769,5255,1
6,9097,987,1
7,1138,4288,1
8,613,7928,1
9,4318,5892,1
10,3700,708,1
11,7483,9203,1
12,9431,3628,1
13,510,5216,1
14,4849,5407,1
15,9849,3162,1
16,1322,350,1
17,91,2174,1
18,5926,2899,1
19,1093,6956,1
20,3325,7953,1
21,5219,7976,1
22,8902,4934,1
23,6522,5918,1
24,3703,4508,1
25,4814,7115,1
26,1933,8858,1
27,3958,3935,1
28,8912,8781,1
29,2556,1554,1
30,9358,4907,1
31,6658,3853,1
32,7465,2179,1
33,3413,4002,1
34,2763,6567,1
35,3018,6247,1
36,8107,1174,1
37,8903,1052,1
38,5399,6145,1
39,8318,8127,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
