### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,4197,6863,-50.7264,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,6770,1654,1
1,6352,1914,1
2,6864,3749,1
3,855,1917,1
4,7470,2986,1
5,5818,777,1
6,2263,36,1
7,5460,6375,1
8,672,6120,1
9,2752,6176,1
10,2385,2536,1
11,2698,5348,1
12,4664,4089,1
13,2029,5104,1
14,9322,7672,1
15,1323,899,1
16,1407,2670,1
17,9100,2223,1
18,1164,7089,1
19,4730,6061,1
20,5282,5173,1
21,1849,810,1
22,9970,7177,1
23,979,3638,1
24,2574,5145,1
25,8304,1082,1
26,5706,7196,1
27,5896,5662,1
28,8953,2867,1
29,6583,5548,1
30,7058,7307,1
31,8924,7276,1
32,522,3474,1
33,4464,6123,1
34,8214,6921,1
35,4137,1238,1
36,7708,6753,1
37,6206,6652,1
38,5038,678,1
39,5000,5935,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
