### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,3957,8765,12.3614,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,697,5029,1
1,7737,4632,1
2,6638,4315,1
3,3801,1059,1
4,2082,3252,1
5,5645,8092,1
6,7890,777,1
7,7566,5264,1
8,8029,4130,1
9,7039,2174,1
10,9242,5649,1
11,5482,5988,1
12,1140,5034,1
13,4595,8959,1
14,1332,7626,1
15,2381,7897,1
16,9593,2001,1
17,1494,3953,1
18,5987,946,1
19,88,2809,1
20,5835,9891,1
21,6556,9275,1
22,3616,1887,1
23,9113,735,1
24,9426,6298,1
25,4632,9688,1
26,8339,1730,1
27,4888,4543,1
28,4396,5286,1
29,3702,124,1
30,7321,9035,1
31,9799,9777,1
32,1865,7716,1
33,7731,7330,1
34,4121,2787,1
35,1981,3351,1
36,6665,1984,1
37,6610,8355,1
38,3717,3482,1
39,3631,4339,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
