### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,5106,6671,83.0069,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,1370,8852,1
1,2018,1249,1
2,1064,1852,1
3,1698,2010,1
4,8812,7335,1
5,1039,9395,1
6,6451,7942,1
7,8269,5465,1
8,8356,8102,1
9,7503,3320,1
10,1185,5800,1
11,224,9810,1
12,18,2083,1
13,3673,6615,1
14,1639,6711,1
15,4387,6697,1
16,4085,1021,1
17,7695,2408,1
18,7975,1737,1
19,3647,8084,1
20,3044,4902,1
21,2017,79,1
22,1462,7915,1
23,6978,3166,1
24,6344,957,1
25,4780,8711,1
26,540,1688,1
27,2627,4867,1
28,5253,5337,1
29,8115,2195,1
30,4646,5636,1
31,8024,4907,1
32,3880,9412,1
33,9381,6877,1
34,1858,9592,1
35,6244,5535,1
36,1203,4382,1
37,4517,6887,1
38,5444,6042,1
39,9280,258,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
