### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,4305,1694,71.7662,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,5945,1175,1
1,8013,7026,1
2,2788,5410,1
3,9043,1128,1
4,6877,4164,1
5,7539,8915,1
6,7468,2737,1
7,2879,7482,1
8,8298,6853,1
9,8859,449,1
10,6809,8655,1
11,9803,4203,1
12,1942,7928,1
13,6726,1224,1
14,8028,2537,1
15,791,6007,1
16,7308,7911,1
17,5614,5089,1
18,609,1418,1
19,4507,5359,1
20,6448,4866,1
21,5004,4223,1
22,2792,1163,1
23,2933,6977,1
24,1155,269,1
25,8030,9478,1
26,8700,7788,1
27,7396,916,1
28,903,2764,1
29,1044,8504,1
30,3822,854,1
31,3252,754,1
32,6093,5247,1
33,4786,7491,1
34,7258,2958,1
35,2930,3900,1
36,2151,4074,1
37,5365,7384,1
38,703,7630,1
39,1837,5113,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
