### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,1849,468,-101.526,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,9943,2504,1
1,4905,4465,1
2,7547,1876,1
3,4816,6473,1
4,1107,2252,1
5,9256,6817,1
6,9444,8107,1
7,8369,5671,1
8,3038,1774,1
9,3916,4776,1
10,4487,9212,1
11,8048,1566,1
12,3564,3273,1
13,447,901,1
14,4186,8951,1
15,9239,6038,1
16,8546,2673,1
17,9054,2535,1
18,1635,2618,1
19,5265,6308,1
20,598,2091,1
21,8211,2881,1
22,2233,3241,1
23,9571,601,1
24,93,6006,1
25,3419,8777,1
26,3270,4504,1
27,5357,3200,1
28,4487,6964,1
29,4522,2685,1
30,2552,5691,1
31,3995,8990,1
32,4249,6398,1
33,2551,7322,1
34,1091,1905,1
35,4349,6930,1
36,43,3230,1
37,527,9354,1
38,4236,1633,1
39,1103,1623,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
