### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,108,4196,78.5717,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,3814,9256,1
1,3502,6320,1
2,4004,9633,1
3,8589,1729,1
4,1726,9345,1
5,9237,824,1
6,9861,6094,1
7,1679,3202,1
8,1764,756,1
9,4679,8422,1
10,7469,6993,1
11,1843,4943,1
12,7558,1713,1
13,5327,3040,1
14,6373,4620,1
15,6806,9167,1
16,3471,9912,1
17,246,9609,1
18,7928,1364,1
19,4174,6608,1
20,5633,3567,1
21,963,4857,1
22,2081,4122,1
23,9815,6520,1
24,1545,9024,1
25,5704,7485,1
26,8774,444,1
27,9853,5606,1
28,3634,5869,1
29,6780,4777,1
30,3894,128,1
31,8126,5439,1
32,1953,9110,1
33,7838,6718,1
34,8679,4745,1
35,2071,2241,1
36,1379,8600,1
37,9664,4586,1
38,4471,4920,1
39,7774,2457,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
