### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,3796,6005,127.031,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,4315,8959,1
1,1027,2422,1
2,8068,4029,1
3,7520,7997,1
4,2312,1087,1
5,3801,6185,1
6,4566,1483,1
7,6371,5510,1
8,4780,9338,1
9,2373,5483,1
10,8699,779,1
11,6726,9125,1
12,7336,321,1
13,9335,3171,1
14,6104,4361,1
15,7620,9979,1
16,8310,5772,1
17,3306,4743,1
18,97,8412,1
19,5742,5123,1
20,8244,4571,1
21,9712,9356,1
22,7068,5549,1
23,8447,289,1
24,7105,775,1
25,8540,2351,1
26,1239,8696,1
27,2927,3392,1
28,2139,1270,1
29,6882,9624,1
30,2983,6522,1
31,9516,6158,1
32,207,2481,1
33,7236,8830,1
34,3872,1337,1
35,3968,4608,1
36,5835,5012,1
37,2627,3823,1
38,4597,776,1
39,4020,1610,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
