### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,8733,7325,-165.556,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,8403,5048,1
1,8260,4313,1
2,5859,5948,1
3,9581,5062,1
4,2731,4741,1
5,1207,8339,1
6,3736,863,1
7,7928,593,1
8,8349,978,1
9,838,4908,1
10,2154,2273,1
11,9585,3386,1
12,4148,4678,1
13,564,3722,1
14,63,9785,1
15,6988,6354,1
16,8882,5713,1
17,7213,5334,1
18,7895,3618,1
19,9929,5421,1
20,9596,9701,1
21,743,2645,1
22,5235,7155,1
23,8439,1447,1
24,8103,119,1
25,8339,3204,1
26,910,4591,1
27,52,8981,1
28,7237,895,1
29,396,5524,1
30,3604,6112,1
31,3451,8510,1
32,5758,7761,1
33,424,6826,1
34,8217,4931,1
35,1400,2769,1
36,5342,4437,1
37,8948,1904,1
38,474,9639,1
39,7963,3190,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
