### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,1673,1605,66.0355,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,5471,5784,1
1,9737,80,1
2,299,1515,1
3,5811,5023,1
4,5871,549,1
5,1469,1373,1
6,151,8227,1
7,901,5680,1
8,5037,9090,1
9,7188,7845,1
10,1357,5232,1
11,5917,1984,1
12,1687,2018,1
13,4401,4204,1
14,5355,1275,1
15,8630,2418,1
16,4485,4571,1
17,7839,3956,1
18,441,7059,1
19,1115,9838,1
20,6015,1010,1
21,244,9149,1
22,8665,5665,1
23,4511,3590,1
24,8285,9961,1
25,3589,3176,1
26,9640,2649,1
27,999,4001,1
28,7151,3451,1
29,9329,5669,1
30,6180,7138,1
31,4149,2337,1
32,7305,5749,1
33,4260,4319,1
34,6010,6545,1
35,1766,2780,1
36,9134,6026,1
37,8869,8327,1
38,9681,8106,1
39,9263,3953,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
