### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,2497,6622,18.3734,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,2169,3154,1
1,5009,8103,1
2,4474,389,1
3,6466,1373,1
4,9963,6061,1
5,3378,7775,1
6,1412,8774,1
7,6715,5698,1
8,8517,1096,1
9,758,4279,1
10,6742,6699,1
11,838,2283,1
12,7954,5468,1
13,4539,8091,1
14,4361,7324,1
15,463,9612,1
16,9746,1839,1
17,9844,4638,1
18,8135,7765,1
19,8205,4209,1
20,1493,1572,1
21,2698,6571,1
22,7316,3580,1
23,3745,1690,1
24,2462,9023,1
25,752,8449,1
26,5304,2038,1
27,4446,5842,1
28,6129,3402,1
29,239,1274,1
30,9631,2531,1
31,6269,1651,1
32,3618,8831,1
33,4998,6113,1
34,6635,4919,1
35,8014,1559,1
36,5910,2984,1
37,9842,3094,1
38,7816,5523,1
39,821,2532,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
