### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,1354,1950,38.8468,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,2481,4601,1
1,8794,326,1
2,7770,2882,1
3,751,9104,1
4,3396,5215,1
5,2051,5912,1
6,8378,7454,1
7,8034,1425,1
8,1273,5070,1
9,8154,9091,1
10,9983,2671,1
11,539,1716,1
12,578,2424,1
13,9290,3465,1
14,3555,3599,1
15,7283,1245,1
16,2796,5856,1
17,7355,5600,1
18,5004,3592,1
19,1835,9386,1
20,1471,1225,1
21,9463,4976,1
22,6573,1485,1
23,8665,647,1
24,4229,1866,1
25,149,8426,1
26,3422,9893,1
27,6072,8671,1
28,9665,7907,1
29,5377,8280,1
30,7976,269,1
31,1631,1426,1
32,2468,5570,1
33,6722,6080,1
34,8533,5081,1
35,6900,4603,1
36,5640,1051,1
37,2529,1409,1
38,3094,152,1
39,3485,7962,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
