### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,7431,9596,104.508,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,7150,2166,1
1,3121,3098,1
2,4794,6024,1
3,9217,7297,1
4,509,8004,1
5,3442,5379,1
6,5511,7070,1
7,1786,8181,1
8,4077,3086,1
9,3564,2846,1
10,5471,6718,1
11,7316,443,1
12,640,1476,1
13,5447,3442,1
14,6368,4459,1
15,4782,2789,1
16,2947,920,1
17,6075,7270,1
18,1198,6857,1
19,3347,2859,1
20,275,6903,1
21,9455,111,1
22,891,3861,1
23,3330,1563,1
24,5172,5233,1
25,2220,5371,1
26,7698,6563,1
27,1826,8001,1
28,3523,8903,1
29,1050,5488,1
30,8559,232,1
31,8505,8608,1
32,7451,8414,1
33,6417,8080,1
34,2158,1734,1
35,4839,7613,1
36,9310,8375,1
37,6901,1506,1
38,4919,6996,1
39,1969,7126,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
