### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,7733,6222,-77.1361,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,3875,385,1
1,7678,5306,1
2,4810,7326,1
3,9701,6688,1
4,3537,795,1
5,7177,917,1
6,5072,8624,1
7,7594,7112,1
8,8656,1722,1
9,2442,3048,1
10,9399,329,1
11,8585,4844,1
12,7009,5450,1
13,6065,907,1
14,6777,4181,1
15,6984,1835,1
16,8589,3610,1
17,212,5527,1
18,9041,177,1
19,61,8026,1
20,2864,6431,1
21,9962,2716,1
22,5979,9031,1
23,6463,289,1
24,5300,8946,1
25,3370,3057,1
26,1982,4471,1
27,9861,289,1
28,4632,8421,1
29,7980,4219,1
30,7429,9102,1
31,1696,2854,1
32,783,5606,1
33,7763,9034,1
34,7372,6550,1
35,515,5969,1
36,2166,3419,1
37,4470,1433,1
38,4763,8802,1
39,9194,6671,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
