### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,3130,8871,-97.6344,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,5708,8113,1
1,1256,3107,1
2,9462,321,1
3,1387,9267,1
4,2584,6469,1
5,3364,6614,1
6,5944,9929,1
7,3029,7691,1
8,8429,9534,1
9,822,1968,1
10,8741,804,1
11,5614,6093,1
12,6455,3546,1
13,9180,1841,1
14,5127,8924,1
15,616,5789,1
16,4304,8618,1
17,7933,2645,1
18,314,3807,1
19,5386,3066,1
20,4771,7008,1
21,2237,9203,1
22,210,6240,1
23,1115,6921,1
24,5280,6850,1
25,9113,8398,1
26,5397,2555,1
27,6923,7475,1
28,2869,7528,1
29,4077,4037,1
30,5179,5211,1
31,381,8017,1
32,6432,8626,1
33,4988,636,1
34,1545,2213,1
35,2711,379,1
36,2268,9488,1
37,2345,3470,1
38,8069,996,1
39,4384,1850,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
