### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,434,298,27.0384,0,255,0,0,100,1,1
1,715,797,59.8644,0,255,0,0,100,1,1
2,862,273,91.4016,0,255,0,0,100,1,1
3,678,115,68.9712,0,255,0,0,100,1,1
4,252,815,-102.554,0,255,0,0,100,1,1
5,747,515,70.5518,0,255,0,0,100,1,1
6,113,691,137.767,0,255,0,0,100,1,1
7,412,81,92.4298,0,255,0,0,100,1,1
8,507,172,-129.07,0,255,0,0,100,1,1
9,709,670,-128.596,0,255,0,0,100,1,1
10,307,429,-61.6475,0,255,0,0,100,1,1
11,795,360,-31.7839,0,255,0,0,100,1,1
12,861,415,52.7938,0,255,0,0,100,1,1
13,620,424,84.4183,0,255,0,0,100,1,1
14,26,470,73.1206,0,255,0,0,100,1,1
15,759,792,-166.54,0,255,0,0,100,1,1
16,301,469,48.0369,0,255,0,0,100,1,1
17,967,463,-23.9256,0,255,0,0,100,1,1
18,734,229,92.4906,0,255,0,0,100,1,1
19,484,511,15.7615,0,255,0,0,100,1,1
20,251,757,-121.25,0,255,0,0,100,1,1
21,826,599,85.2045,0,255,0,0,100,1,1
22,803,228,42.0799,0,255,0,0,100,1,1
23,583,199,131.189,0,255,0,0,100,1,1
24,864,407,92.3355,0,255,0,0,100,1,1
25,96,524,156.343,0,255,0,0,100,1,1
26,327,309,-159.994,0,255,0,0,100,1,1
27,865,288,-106.282,0,255,0,0,100,1,1
28,344,320,143.014,0,255,0,0,100,1,1
29,527,596,21.353,0,255,0,0,100,1,1
30,170,155,-22.3773,0,255,0,0,100,1,1
31,579,138,103.634,0,255,0,0,100,1,1
32,878,527,-29.7681,0,255,0,0,100,1,1
33,53,608,-33.717,0,255,0,0,100,1,1
34,549,347,158.527,0,255,0,0,100,1,1
35,278,913,136.758,0,255,0,0,100,1,1
36,868,340,18.7676,0,255,0,0,100,1,1
37,246,444,-168.5,0,255,0,0,100,1,1
38,733,121,169.641,0,255,0,0,100,1,1
39,578,870,42.1131,0,255,0,0,100,1,1
40,275,595,33.7371,0,255,0,0,100,1,1
41,693,686,170.341,0,255,0,0,100,1,1
42,601,281,115.505,0,255,0,0,100,1,1
43,210,515,25.5848,0,255,0,0,100,1,1
44,929,696,48.1812,0,255,0,0,100,1,1
45,615,767,-40.1543,0,255,0,0,100,1,1
46,766,477,-83.7134,0,255,0,0,100,1,1
47,632,287,132.954,0,255,0,0,100,1,1
48,384,765,-67.0617,0,255,0,0,100,1,1
49,490,265,102.604,0,255,0,0,100,1,1
50,588,136,60.3326,0,255,0,0,100,1,1
51,85,683,99.2699,0,255,0,0,100,1,1
52,287,731,-65.5878,0,255,0,0,100,1,1
53,505,631,-132.279,0,255,0,0,100,1,1
54,423,731,-106.712,0,255,0,0,100,1,1
55,320,358,-94.3622,0,255,0,0,100,1,1
56,669,188,-34.6107,0,255,0,0,100,1,1
57,589,193,-160.322,0,255,0,0,100,1,1
58,742,272,69.5392,0,255,0,0,100,1,1
59,357,363,0.616651,0,255,0,0,100,1,1
60,718,719,-57.7431,0,255,0,0,100,1,1
61,670,484,99.4209,0,255,0,0,100,1,1
62,511,558,90.0238,0,255,0,0,100,1,1
63,109,373,83.1067,0,255,0,0,100,1,1
64,561,669,-109.561,0,255,0,0,100,1,1
65,131,527,107.558,0,255,0,0,100,1,1
66,84,550,100.103,0,255,0,0,100,1,1
67,418,841,-144.749,0,255,0,0,100,1,1
68,658,368,-149.019,0,255,0,0,100,1,1
69,203,809,-114.705,0,255,0,0,100,1,1
70,421,763,-20.9354,0,255,0,0,100,1,1
71,575,125,35.8605,0,255,0,0,100,1,1
72,237,329,19.63,0,255,0,0,100,1,1
73,510,856,77.0931,0,255,0,0,100,1,1
74,410,466,124.82,0,255,0,0,100,1,1
75,471,677,-102.955,0,255,0,0,100,1,1
76,852,620,-155.143,0,255,0,0,100,1,1
77,263,401,79.6535,0,255,0,0,100,1,1
78,183,538,174.027,0,255,0,0,100,1,1
79,864,651,-107.655,0,255,0,0,100,1,1
80,264,594,-39.161,0,255,0,0,100,1,1
81,667,386,-72.506,0,255,0,0,100,1,1
82,345,248,39.1036,0,255,0,0,100,1,1
83,264,114,153.339,0,255,0,0,100,1,1
84,418,801,8.17967,0,255,0,0,100,1,1
85,445,702,-111.666,0,255,0,0,100,1,1
86,180,822,14.7751,0,255,0,0,100,1,1
87,462,625,-138.774,0,255,0,0,100,1,1
88,509,788,80.6802,0,255,0,0,100,1,1
89,866,453,104.158,0,255,0,0,100,1,1
90,607,468,172.638,0,255,0,0,100,1,1
91,451,365,-34.8979,0,255,0,0,100,1,1
92,232,642,-97.647,0,255,0,0,100,1,1
93,310,220,-173.416,0,255,0,0,100,1,1
94,812,309,-101.345,0,255,0,0,100,1,1
95,523,116,46.3276,0,255,0,0,100,1,1
96,693,113,-72.9412,0,255,0,0,100,1,1
97,441,33,-56.7406,0,255,0,0,100,1,1
98,895,578,-177.534,0,255,0,0,100,1,1
99,233,250,-105.53,0,255,0,0,100,1,1
100,754,208,29.4831,0,255,0,0,100,1,1
101,268,155,-73.6696,0,255,0,0,100,1,1
102,782,453,110.393,0,255,0,0,100,1,1
103,809,676,24.862,0,255,0,0,100,1,1
104,628,740,174.424,0,255,0,0,100,1,1
105,415,31,-96.3853,0,255,0,0,100,1,1
106,484,575,35.659,0,255,0,0,100,1,1
107,759,541,176.939,0,255,0,0,100,1,1
108,892,406,-9.84136,0,255,0,0,100,1,1
109,515,648,102.61,0,255,0,0,100,1,1
110,342,411,-168.626,0,255,0,0,100,1,1
111,581,396,-52.338,0,255,0,0,100,1,1
112,469,438,160.142,0,255,0,0,100,1,1
113,367,547,-144.204,0,255,0,0,100,1,1
114,378,694,-153.846,0,255,0,0,100,1,1
115,530,541,-141.861,0,255,0,0,100,1,1
116,277,312,143.684,0,255,0,0,100,1,1
117,331,375,145.777,0,255,0,0,100,1,1
118,392,278,-62.7512,0,255,0,0,100,1,1
119,460,408,-176.724,0,255,0,0,100,1,1
120,748,548,74.9249,0,255,0,0,100,1,1
121,578,354,-176.997,0,255,0,0,100,1,1
122,321,473,90.0832,0,255,0,0,100,1,1
123,483,744,-53.4606,0,255,0,0,100,1,1
124,69,399,-101.361,0,255,0,0,100,1,1
125,526,156,60.5278,0,255,0,0,100,1,1
126,584,43,-169.483,0,255,0,0,100,1,1
127,269,872,-86.5637,0,255,0,0,100,1,1
128,111,536,-168.442,0,255,0,0,100,1,1
129,176,608,78.5553,0,255,0,0,100,1,1
130,584,235,-133.067,0,255,0,0,100,1,1
131,601,642,156.743,0,255,0,0,100,1,1
132,357,941,69.8162,0,255,0,0,100,1,1
133,434,910,-176.326,0,255,0,0,100,1,1
134,304,97,104.47,0,255,0,0,100,1,1
135,891,612,165.028,0,255,0,0,100,1,1
136,539,495,-155.359,0,255,0,0,100,1,1
137,306,626,-41.9143,0,255,0,0,100,1,1
138,527,366,32.687,0,255,0,0,100,1,1
139,764,879,37.4262,0,255,0,0,100,1,1
140,288,822,72.8589,0,255,0,0,100,1,1
141,350,778,-35.4981,0,255,0,0,100,1,1
142,104,644,-31.9896,0,255,0,0,100,1,1
143,278,105,116.871,0,255,0,0,100,1,1
144,652,297,179.972,0,255,0,0,100,1,1
145,197,725,62.3551,0,255,0,0,100,1,1
146,518,804,-38.9689,0,255,0,0,100,1,1
147,466,360,119.693,0,255,0,0,100,1,1
148,281,464,-2.5679,0,255,0,0,100,1,1
149,798,218,-153.119,0,255,0,0,100,1,1
150,447,641,-69.4442,0,255,0,0,100,1,1
151,343,483,88.7454,0,255,0,0,100,1,1
152,656,184,-161.278,0,255,0,0,100,1,1
153,321,530,-103.386,0,255,0,0,100,1,1
154,177,353,137.624,0,255,0,0,100,1,1
155,190,458,83.3277,0,255,0,0,100,1,1
156,363,284,26.0687,0,255,0,0,100,1,1
157,184,233,-90.465,0,255,0,0,100,1,1
158,487,382,77.8615,0,255,0,0,100,1,1
159,801,282,-136.732,0,255,0,0,100,1,1
160,669,566,94.7242,0,255,0,0,100,1,1
161,58,355,-117.043,0,255,0,0,100,1,1
162,179,500,81.2843,0,255,0,0,100,1,1
163,519,482,-175.074,0,255,0,0,100,1,1
164,226,251,-38.0359,0,255,0,0,100,1,1
165,619,931,-48.9898,0,255,0,0,100,1,1
166,32,592,143.062,0,255,0,0,100,1,1
167,189,368,128.212,0,255,0,0,100,1,1
168,700,495,21.4835,0,255,0,0,100,1,1
169,529,738,-97.0448,0,255,0,0,100,1,1
170,947,534,-117.461,0,255,0,0,100,1,1
171,792,178,-59.2689,0,255,0,0,100,1,1
172,585,157,-4.5043,0,255,0,0,100,1,1
173,424,703,173.862,0,255,0,0,100,1,1
174,898,380,1.45128,0,255,0,0,100,1,1
