### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,6375,6133,39.5014,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,5316,4458,1
1,5378,2855,1
2,7594,5762,1
3,4448,720,1
4,7509,9086,1
5,6944,3006,1
6,5918,8132,1
7,7953,3744,1
8,2120,2968,1
9,588,4725,1
10,363,5351,1
11,5951,6893,1
12,8494,5718,1
13,2298,9787,1
14,4217,4073,1
15,7485,67,1
16,6434,2705,1
17,4287,3123,1
18,3051,9350,1
19,3377,1547,1
20,3712,1293,1
21,7900,3897,1
22,1331,7590,1
23,5170,4798,1
24,6675,3767,1
25,8850,1757,1
26,4399,5534,1
27,561,8576,1
28,5186,8886,1
29,2199,6769,1
30,771,5136,1
31,933,7306,1
32,9902,784,1
33,3198,117,1
34,2156,8830,1
35,8460,6103,1
36,563,3879,1
37,9347,5746,1
38,7838,5104,1
39,3030,9050,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
