### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,2314,6530,-151.522,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,1897,9480,1
1,9473,218,1
2,9069,9623,1
3,3185,6599,1
4,7280,4139,1
5,899,8313,1
6,6893,1819,1
7,8677,5042,1
8,9638,3677,1
9,9731,1089,1
10,1033,935,1
11,6837,3168,1
12,1771,8721,1
13,7768,4788,1
14,716,1032,1
15,4882,7716,1
16,5495,2305,1
17,6598,7827,1
18,5811,9644,1
19,2546,8500,1
20,7918,7637,1
21,6784,752,1
22,6924,5195,1
23,9200,3650,1
24,3905,2612,1
25,6339,9885,1
26,7812,8534,1
27,2182,3223,1
28,8552,7266,1
29,6986,7153,1
30,6576,8393,1
31,8381,8950,1
32,5245,9293,1
33,8819,7652,1
34,2449,934,1
35,4079,6268,1
36,8328,1784,1
37,1429,1955,1
38,1026,9024,1
39,2145,1175,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
