### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,5379,6975,-5.90748,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,8504,6955,1
1,1670,7079,1
2,1041,7821,1
3,8529,259,1
4,5865,6361,1
5,7235,4138,1
6,1449,8441,1
7,4478,6958,1
8,1836,6428,1
9,2235,652,1
10,6089,9389,1
11,8192,38,1
12,1070,117,1
13,2936,2969,1
14,5504,5758,1
15,2243,6533,1
16,4626,5619,1
17,7716,5725,1
18,6343,5121,1
19,4488,3319,1
20,3756,324,1
21,6700,2274,1
22,219,9926,1
23,4033,1951,1
24,1701,7352,1
25,6837,9004,1
26,1610,7755,1
27,5689,6855,1
28,5789,9647,1
29,6108,3114,1
30,8328,845,1
31,4019,9838,1
32,7523,6874,1
33,1202,7517,1
34,3143,7969,1
35,6630,7671,1
36,8048,2458,1
37,5147,3693,1
38,9782,2223,1
39,1328,7427,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
