### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,1963,5448,-141.684,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,1825,8985,1
1,6588,2441,1
2,9831,4341,1
3,8322,2550,1
4,2741,368,1
5,419,2523,1
6,4290,4401,1
7,4894,2724,1
8,5440,4174,1
9,3939,8250,1
10,2651,7646,1
11,3419,400,1
12,3268,3294,1
13,482,9831,1
14,8400,7621,1
15,2303,7216,1
16,8040,9520,1
17,9867,6054,1
18,3213,9133,1
19,4068,4127,1
20,9781,7339,1
21,5089,7655,1
22,2623,9631,1
23,4879,7850,1
24,1225,8410,1
25,4245,3068,1
26,847,3207,1
27,2384,5220,1
28,7349,9906,1
29,8748,2321,1
30,4724,1540,1
31,7351,320,1
32,8659,8773,1
33,7546,8983,1
34,5783,7365,1
35,7999,4851,1
36,9016,5508,1
37,7265,4933,1
38,9633,4314,1
39,3730,7869,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
