### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,5330,8309,142.428,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,293,6938,1
1,5529,3766,1
2,7331,8721,1
3,7457,282,1
4,7832,7492,1
5,4730,3445,1
6,4767,7670,1
7,8948,7942,1
8,7542,8125,1
9,3709,6931,1
10,3738,2597,1
11,2866,9586,1
12,7524,5446,1
13,89,732,1
14,8774,7162,1
15,2783,4453,1
16,4014,4378,1
17,205,8272,1
18,598,7190,1
19,9503,9806,1
20,5930,9099,1
21,1923,5913,1
22,5363,2707,1
23,3886,5515,1
24,4697,8215,1
25,9748,1059,1
26,7081,1671,1
27,2720,248,1
28,6428,2140,1
29,7749,9744,1
30,245,2528,1
31,2095,8985,1
32,4956,7122,1
33,9810,3299,1
34,7929,7008,1
35,7533,6251,1
36,4745,7927,1
37,1955,358,1
38,1383,3987,1
39,7509,3353,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
