### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,4198,4606,-167.14,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,133,2856,1
1,4031,8327,1
2,4409,6862,1
3,2258,5309,1
4,298,8531,1
5,944,1969,1
6,7038,1162,1
7,5781,2636,1
8,9514,8837,1
9,4304,7889,1
10,6020,4792,1
11,2623,5824,1
12,771,572,1
13,8844,228,1
14,6199,8805,1
15,2766,4198,1
16,8132,9987,1
17,9945,2604,1
18,1957,2025,1
19,1972,33,1
20,5015,2127,1
21,3838,5503,1
22,5197,7016,1
23,3802,313,1
24,1476,7983,1
25,9100,458,1
26,661,3784,1
27,7740,4909,1
28,863,5968,1
29,3703,1387,1
30,2649,4308,1
31,5042,6228,1
32,1751,1074,1
33,2386,2729,1
34,6976,785,1
35,571,4409,1
36,8167,7549,1
37,3827,7982,1
38,1145,3747,1
39,7345,4359,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
