### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,7418,6655,-165.992,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,4383,1326,1
1,6496,5813,1
2,2368,3085,1
3,9662,7966,1
4,66,8451,1
5,3578,9094,1
6,7967,9251,1
7,2777,3931,1
8,8691,3465,1
9,8834,4507,1
10,7670,7274,1
11,7108,7039,1
12,3821,9345,1
13,9873,3274,1
14,3480,4618,1
15,1370,2492,1
16,3328,5069,1
17,1547,7128,1
18,4290,9153,1
19,7492,4051,1
20,5334,7950,1
21,7329,5884,1
22,7056,3507,1
23,6142,3507,1
24,5208,6892,1
25,4970,9629,1
26,2921,4008,1
27,5175,7275,1
28,1649,6145,1
29,3539,3867,1
30,2049,6835,1
31,8594,7230,1
32,9371,8059,1
33,352,7453,1
34,1826,6756,1
35,13,7751,1
36,821,2795,1
37,5225,4064,1
38,4105,7025,1
39,800,6643,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
