### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,4569,1463,161.842,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,7567,240,1
1,4725,1895,1
2,6705,6406,1
3,829,4525,1
4,8324,3729,1
5,8372,6938,1
6,6859,7488,1
7,9265,8178,1
8,6809,1145,1
9,967,8223,1
10,1857,883,1
11,2132,3405,1
12,9658,9173,1
13,7824,5836,1
14,6594,6922,1
15,3014,2418,1
16,9720,9000,1
17,6224,6380,1
18,5366,558,1
19,8055,4469,1
20,984,2816,1
21,4685,3813,1
22,1321,2037,1
23,877,6746,1
24,3141,9266,1
25,6379,6122,1
26,2802,9367,1
27,5920,1849,1
28,4708,8468,1
29,3093,2182,1
30,7225,7652,1
31,6702,2962,1
32,2034,8975,1
33,4105,5362,1
34,7740,8160,1
35,237,8266,1
36,3320,7912,1
37,3898,9443,1
38,4247,3217,1
39,9046,6649,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
