### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,1591,9320,139.664,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,2963,4250,1
1,4434,5017,1
2,8630,9186,1
3,3732,5221,1
4,5758,3341,1
5,1755,9863,1
6,8704,1820,1
7,7945,9232,1
8,741,872,1
9,1124,3494,1
10,4442,7130,1
11,5950,2715,1
12,1053,2012,1
13,5387,3262,1
14,7083,9207,1
15,1881,4842,1
16,2399,3521,1
17,5109,1540,1
18,9802,871,1
19,9713,5250,1
20,7994,1013,1
21,1677,5473,1
22,2729,9227,1
23,4851,7625,1
24,229,5244,1
25,7588,1981,1
26,9880,12,1
27,7996,7809,1
28,8213,378,1
29,320,9807,1
30,293,1637,1
31,1865,9515,1
32,9671,9132,1
33,1969,534,1
34,153,8518,1
35,6385,4785,1
36,9788,7925,1
37,4262,5530,1
38,2804,4977,1
39,7097,6940,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
