### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,594,2439,141.708,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,5364,9329,1
1,8821,2888,1
2,928,8925,1
3,748,1539,1
4,1729,8608,1
5,7353,5805,1
6,9569,2655,1
7,2771,3096,1
8,2364,8900,1
9,1209,2697,1
10,3164,9345,1
11,9132,1246,1
12,6486,2194,1
13,481,8386,1
14,5335,8226,1
15,236,3569,1
16,1488,5340,1
17,8435,5837,1
18,8157,988,1
19,8092,2900,1
20,2747,1922,1
21,9919,5921,1
22,1543,1945,1
23,7811,9250,1
24,5026,8525,1
25,1234,4662,1
26,2042,3402,1
27,9237,2421,1
28,9468,806,1
29,6099,5673,1
30,5729,9034,1
31,8997,4861,1
32,8140,7293,1
33,642,6364,1
34,5873,1146,1
35,5118,5917,1
36,2202,4340,1
37,9697,8181,1
38,1069,7341,1
39,6761,7575,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
