### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,7421,1003,-127.253,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,5685,3739,1
1,8462,480,1
2,3977,9372,1
3,3761,3041,1
4,9275,5139,1
5,1082,4044,1
6,7019,5394,1
7,7546,4760,1
8,4493,7924,1
9,2634,2770,1
10,4008,3494,1
11,2962,1701,1
12,7495,2245,1
13,6636,9731,1
14,157,6413,1
15,7636,1562,1
16,5911,6528,1
17,9543,2541,1
18,4328,4713,1
19,9444,3742,1
20,9252,6934,1
21,6481,4082,1
22,7358,1776,1
23,3895,2580,1
24,2948,2175,1
25,1226,630,1
26,3121,6289,1
27,9594,8183,1
28,1379,6714,1
29,9496,3931,1
30,2519,5507,1
31,2697,1867,1
32,5428,6428,1
33,2332,1943,1
34,1703,4787,1
35,5669,8240,1
36,1416,8335,1
37,602,9006,1
38,4035,8204,1
39,3825,533,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
