### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,7105,4378,-21.2362,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,1682,6144,1
1,6273,2879,1
2,289,4290,1
3,1662,6951,1
4,5246,8823,1
5,2131,7596,1
6,1198,9092,1
7,5048,167,1
8,2376,110,1
9,5137,7322,1
10,9505,3962,1
11,8187,8541,1
12,6372,1802,1
13,2735,4728,1
14,3972,5811,1
15,3800,4764,1
16,7785,4821,1
17,5606,6415,1
18,1422,323,1
19,6607,8843,1
20,5671,2808,1
21,9980,3607,1
22,2399,9282,1
23,7330,2278,1
24,8488,144,1
25,1630,5221,1
26,390,1091,1
27,6416,3651,1
28,9593,8073,1
29,3834,9772,1
30,9512,8857,1
31,9530,5781,1
32,1176,6969,1
33,9629,7874,1
34,375,9389,1
35,7222,7543,1
36,7130,47,1
37,553,5240,1
38,2441,3113,1
39,3162,3412,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
